person,cause_of_death,date,year,canine,dept_name,states_death
Patrolman Jeffery Dean Ginn,Gunfire,1991-07-10,1991,FALSE,Pasadena Police Department,Texas
"Patrolman Donald Burton Gamblin, Jr.",Vehicular assault,1991-07-13,1991,FALSE,Shawnee Police Department,Kansas
Deputy Sheriff Blanco Aquino,Vehicular assault,1991-07-21,1991,FALSE,Kenosha County Sheriff's Department,Wisconsin
Officer James Anthony Martin,Electrocuted,1991-07-24,1991,FALSE,New Canaan Police Department,Connecticut
Officer Albee Volney Forney,Gunfire,1991-07-24,1991,FALSE,United States Department of Defense - Walter Reed Army Medical Center Police,NA
Lieutenant William Patrick Farrell,Duty related illness,1991-07-24,1991,FALSE,Front Royal Police Department,Virginia
Officer Richard H. Buckner,Automobile accident,1991-07-28,1991,FALSE,Clanton Police Department,Alabama
Deputy Sheriff Gary Allan Johnson,Vehicular assault,1991-08-01,1991,FALSE,Montgomery County Sheriff's Office,New York
Deputy Sheriff Marion Dyer Hodges,Fall,1991-08-04,1991,FALSE,Gregg County Sheriff's Department,Texas
Security Policeman Sean Elms,Training accident,1991-08-12,1991,FALSE,United States Air Force Security Forces,NA
Captain Richard Barry Zbinden,Gunfire,1991-08-13,1991,FALSE,Pomona Police Department,California
Special Agent Alan H. Winn,Aircraft accident,1991-08-13,1991,FALSE,United States Department of Justice - Drug Enforcement Administration,NA
Officer Jimmie Lamar Haynes,Gunfire,1991-08-17,1991,FALSE,Chicago Housing Authority Police Department,Illinois
"Police Officer William Joseph Werner, IV",Vehicular assault,1991-08-18,1991,FALSE,Westminster Police Department,South Carolina
Police Officer Christopher Bieker May,Gunfire,1991-08-19,1991,FALSE,Fulton County Police Department,Georgia
Sergeant Roy Arthur Williams,Automobile accident,1991-08-22,1991,FALSE,Collier County Sheriff's Office,Florida
Deputy Sheriff Michael William Morrow,Assault,1991-08-24,1991,FALSE,Pine County Sheriff's Department,Minnesota
Officer Randal N. Young,Vehicular assault,1991-08-28,1991,FALSE,Honolulu Police Department,Hawaii
"Special Agent Jessie Bruce Dobson, Jr.",Aircraft accident,1991-08-30,1991,FALSE,Florida Department of Law Enforcement,Florida
Auxiliary Officer George Wayne Starr,Struck by vehicle,1991-08-31,1991,FALSE,Virginia Beach Police Department,Virginia
Officer William Robert Jack,Motorcycle accident,1991-09-01,1991,FALSE,Carlsbad Police Department,California
Officer Leonard Leon Kolodziej,Gunfire,1991-09-04,1991,FALSE,Phoenix Police Department,Arizona
Patrol Officer John E. Reeve,Automobile accident,1991-09-09,1991,FALSE,Memphis Police Department,Tennessee
Sergeant William Dickerson,Gunfire,1991-09-11,1991,FALSE,Wayne County Sheriff's Department,Michigan
Police Officer Hector Antonio Fontanez-Diaz,Gunfire,1991-09-12,1991,FALSE,New York City Police Department,New York
Corporal Jeffery Scott Sanford,Gunfire,1991-09-14,1991,FALSE,Harris County Sheriff's Office,Texas
Officer John W. Duty,Struck by vehicle,1991-09-15,1991,FALSE,St. Joseph Police Department,Missouri
Police Officer Ronald Wayne Davis,Gunfire,1991-09-17,1991,FALSE,San Diego Police Department,California
Special Agent Debra Goodale Tison,Vehicular assault,1991-09-20,1991,FALSE,Florida Division of Alcoholic Beverages and Tobacco,Florida
Probationary Police Officer Neil McGroary,Heart attack,1991-09-22,1991,FALSE,New York City Police Department,New York
Police Officer Angel Luis Rivera-Delgado,Vehicle pursuit,1991-09-24,1991,FALSE,Puerto Rico Police Department,NA
Agent Ramon Luis Galarza-Torres,Gunfire,1991-09-29,1991,FALSE,Puerto Rico Police Department,NA
Sergeant Tomas Pantojas de Jesus,Gunfire,1991-10-01,1991,FALSE,Puerto Rico Police Department,NA
Trooper Robert William Jones,Automobile accident,1991-10-03,1991,FALSE,Alabama Department of Public Safety,Alabama
Correctional Officer Ronald Levert Richardson,Gunfire,1991-10-07,1991,FALSE,District of Columbia Department of Corrections,District of Columbia
Lieutenant James Ronnie Woodard,Gunfire,1991-10-09,1991,FALSE,Metro Nashville Police Department,Tennessee
Game Warden Kirk D. Inberg,Aircraft accident,1991-10-16,1991,FALSE,Wyoming Department of Game and Fish,Wyoming
Deputy James Lee Williams,Automobile accident,1991-10-19,1991,FALSE,Kern County Sheriff's Department,California
Officer John William Grubensky,Fire,1991-10-20,1991,FALSE,Oakland Police Department,California
Deputy Kenneth Fredrick Perrigo,Gunfire,1991-10-21,1991,FALSE,Shasta County Sheriff's Department,California
Corrections Officer Peter Michael Petrosino,Duty related illness,1991-10-24,1991,FALSE,New York State Department of Correctional Services,New York
Wildlife Officer Donald Dante Thornbury,Drowned,1991-10-28,1991,FALSE,Miccosukee Tribal Police Department,NA
"Officer Jeremiah J. Hurley, Jr.",Bomb,1991-10-28,1991,FALSE,Boston Police Department,Massachusetts
Officer Thomas Crouch,Struck by vehicle,1991-10-31,1991,FALSE,Maryland Toll Facilities Police Department,Maryland
Sergeant John Wayne DeLashmit,Heart attack,1991-11-04,1991,FALSE,Covington Police Department,Tennessee
"Deputy Sheriff Glover Emerson Bryant, III",Aircraft accident,1991-11-08,1991,FALSE,Okeechobee County Sheriff's Department,Florida
Patrolman Ernesto Serna,Gunfire,1991-11-12,1991,FALSE,El Paso Police Department,Texas
Police Officer Donald Ray Tucker,Gunfire,1991-11-14,1991,FALSE,Clinton Police Department,North Carolina
Sergeant Richard Allen Beck,Gunfire,1991-11-17,1991,FALSE,Vernon Police Department,Texas
Trooper Marvin Leroy Titus,Gunfire,1991-11-20,1991,FALSE,South Carolina Highway Patrol,South Carolina
Patrol Officer Eugene A. Griffin,Gunfire,1991-11-22,1991,FALSE,Charlotte Police Department,North Carolina
Corporal Wilno Ray Langlois,Automobile accident,1991-11-24,1991,FALSE,West Baton Rouge Parish Sheriff's Office,Louisiana
Patrolman Joseph Charles Giampaolo,Duty related illness,1991-11-28,1991,FALSE,Perry Police Department,Georgia
Wildlife Officer Larry Allen Hart,Heart attack,1991-12-07,1991,FALSE,Ohio Department of Natural Resources - Division of Wildlife,Ohio
Deputy Sheriff Sandra Belle Wilson,Gunfire,1991-12-10,1991,FALSE,Miller County Sheriff's Department,Missouri
Deputy Sheriff Leslie Blaine Roark,Gunfire,1991-12-10,1991,FALSE,Moniteau County Sheriff's Department,Missouri
Sheriff Charles R. Smith,Gunfire,1991-12-10,1991,FALSE,Cooper County Sheriff's Department,Missouri
Air Interdiction Agent Timothy Royce Riggs,Electrocuted,1991-12-11,1991,FALSE,United States Air Force Security Forces,NA
Corporal Leroy Mallett Dantzler,Automobile accident,1991-12-11,1991,FALSE,South Carolina Department of Natural Resources,South Carolina
Deputy Sheriff Allen Richard Lipford,Gunfire,1991-12-11,1991,FALSE,Johnson County Sheriff's Office,Tennessee
Senior Corporal Lawrence David Bromley,Gunfire (Accidental),1991-12-11,1991,FALSE,Dallas Police Department,Texas
Trooper I David Hunter O'Brien,Automobile accident,1991-12-14,1991,FALSE,South Carolina Highway Patrol,South Carolina
Officer Niles Frederick Johantgen,Gunfire,1991-12-21,1991,FALSE,Atlanta Police Department,Georgia
Sergeant Keith R. Levine,Gunfire,1991-12-28,1991,FALSE,New York City Police Department,New York
K9 Kim,Stabbed,1991-05-26,1991,TRUE,Huntington Beach Police Department,California
K9 Jupp,Struck by vehicle,1991-06-21,1991,TRUE,Pittsburgh Police Department,Pennsylvania
Sergeant Stacy Edward Levay,Assault,1992-01-01,1992,FALSE,United States Air Force Security Forces,NA
Detective Sergeant Steven Ernest Bauer,Gunfire,1992-01-03,1992,FALSE,North Miami Police Department,Florida
Patrolman Fred Wayne Robinson,Automobile accident,1992-01-05,1992,FALSE,Roanoke City Police Department,Virginia
Officer Adolph Conic,Heart attack,1992-01-09,1992,FALSE,Eudora Police Department,Arkansas
Patrolman Ben James Franklin,Heart attack,1992-01-10,1992,FALSE,Akron Police Department,Ohio
Corrections Officer Thomas Luke Brannigan,Heart attack,1992-01-15,1992,FALSE,Blair County Prison,Pennsylvania
Police Officer Robert Harry Bonnet,Heart attack,1992-01-17,1992,FALSE,Coral Gables Police Department,Florida
Agent Ricky Dodge,Automobile accident,1992-01-21,1992,FALSE,Louisiana Department of Wildlife and Fisheries,Louisiana
Police Officer Harold Lee Hammons,Gunfire (Accidental),1992-01-22,1992,FALSE,Dallas Police Department,Texas
Deputy Sheriff Ronald Eugene Bays,Automobile accident,1992-01-23,1992,FALSE,Barrow County Sheriff's Office,Georgia
Trooper George Van Dorse Holcomb,Struck by vehicle,1992-01-26,1992,FALSE,Tennessee Highway Patrol,Tennessee
Deputy Sheriff Larry John Miller,Automobile accident,1992-01-27,1992,FALSE,Hood County Sheriff's Office,Texas
Deputy Arthur Clay Briscoe,Gunfire,1992-01-30,1992,FALSE,Powell County Sheriff's Department,Kentucky
Sheriff Steve Lynn Bennett,Gunfire,1992-01-30,1992,FALSE,Powell County Sheriff's Department,Kentucky
Police Officer Hilario Serrano,Gunfire,1992-01-31,1992,FALSE,New York City Police Department,New York
"Trooper James Herbert Fulford, Jr.",Bomb,1992-02-01,1992,FALSE,Florida Highway Patrol,Florida
Trooper James R. DeLoach,Struck by train,1992-02-01,1992,FALSE,Michigan State Police,Michigan
Trooper Steven J. Niewiek,Struck by train,1992-02-02,1992,FALSE,Michigan State Police,Michigan
Sergeant Rickey Joe Simmons,Gunfire,1992-02-04,1992,FALSE,Jackson Police Department,Mississippi
Patrolman Michael D. Love,Gunfire,1992-02-08,1992,FALSE,Rochester Borough Police Department,Pennsylvania
Officer Anthony Crawford Jones,Gunfire,1992-02-12,1992,FALSE,Dillingham Police Department,Alaska
Chief of Police Anthony J. Terminelli,Heart attack,1992-02-18,1992,FALSE,Washington Borough Police Department,New Jersey
Sergeant Genaro Matos-Rivera,Gunfire,1992-02-24,1992,FALSE,Puerto Rico Police Department,NA
Trooper Hardy Merl Godbold,Vehicle pursuit,1992-02-29,1992,FALSE,South Carolina Highway Patrol,South Carolina
Deputy Sheriff Rex Harrison St. John,Vehicular assault,1992-02-29,1992,FALSE,Karnes County Sheriff's Department,Texas
Deputy Kevin Douglas Mathews,Struck by vehicle,1992-03-06,1992,FALSE,Palm Beach County Sheriff's Office,Florida
Police Officer Robert H. Perkins,Gunfire,1992-03-07,1992,FALSE,Chicago Police Department,Illinois
"Supervisory Special Agent Stanley Charles Ronquest, Jr.",Gunfire,1992-03-11,1992,FALSE,United States Department of Justice - Federal Bureau of Investigation,NA
"Agent II Paul Douglas Eirwin, Sr.",Automobile accident,1992-03-14,1992,FALSE,Oklahoma Alcoholic Beverage Laws Enforcement Commission,Oklahoma
Sheriff Cecil E. Cyrus,Gunfire,1992-03-18,1992,FALSE,Johnson County Sheriff's Office,Kentucky
Major Paul Joseph Ernst,Motorcycle accident,1992-03-21,1992,FALSE,Marion County Sheriff's Department,Indiana
Deputy Anita Karen Pospisil,Automobile accident,1992-03-24,1992,FALSE,Palm Beach County Sheriff's Office,Florida
Auxiliary Police Officer Armando Rosario,Gunfire,1992-03-25,1992,FALSE,New York City Police Department - Auxiliary Police Section,New York
Captain James Rodriguez,Gunfire,1992-03-26,1992,FALSE,New York City Health and Hospital Police Department,New York
Police Officer Joseph T. Alcamo,Automobile accident,1992-03-26,1992,FALSE,New York City Police Department,New York
Officer Michael Capparelli,Automobile accident,1992-03-27,1992,FALSE,Chicago Department of Aviation Police,Illinois
Agent Santos Febus Ocasio,Gunfire,1992-03-27,1992,FALSE,Puerto Rico Police Department,NA
Deputy Nelson Henry Yamamoto,Gunfire,1992-03-31,1992,FALSE,Los Angeles County Sheriff's Department,California
Trooper Thomas J. Hanratty,Struck by vehicle,1992-04-02,1992,FALSE,New Jersey State Police,New Jersey
"Officer Kenneth Richard Novak, Jr.",Gunfire,1992-04-08,1992,FALSE,Lansing Police Department,Illinois
Police Officer Frank L. Ward,Assault,1992-04-08,1992,FALSE,John Day Police Department,Oregon
"Police Officer Joseph T. Fitzsimmons, Jr.",Heart attack,1992-04-10,1992,FALSE,Wellesley Police Department,Massachusetts
Police Officer James Thomas Kelley,Heart attack,1992-04-10,1992,FALSE,Livonia Police Department,Michigan
Trooper Bill Davidson,Gunfire,1992-04-12,1992,FALSE,Texas Department of Public Safety - Texas Highway Patrol,Texas
Deputy Hugh Allan Martin,Gunfire,1992-04-13,1992,FALSE,El Paso County Sheriff's Office,Colorado
Detective Sergeant Millard Williams,Automobile accident,1992-04-14,1992,FALSE,Youngstown Police Department,Ohio
Deputy Sheriff John Mark Dial,Vehicular assault,1992-04-17,1992,FALSE,Richland County Sheriff's Department,South Carolina
"Officer Kolone Kolone, Jr.",Heart attack,1992-04-20,1992,FALSE,Marina Police Department,California
Patrolman Michael A. Browning,Vehicular assault,1992-04-20,1992,FALSE,West Chicago Police Department,Illinois
"Patrolman Ryan Christopher Johnson, Sr.",Gunfire,1992-04-22,1992,FALSE,Prince George's County Police Department,Maryland
"Officer Douglas Emil Kountz, Jr.",Automobile accident,1992-05-02,1992,FALSE,Mobile Police Department,Alabama
Sergeant James Martin Leach,Vehicular assault,1992-05-02,1992,FALSE,Kansas City Police Department,Missouri
Officer Karl William Reishus,Training accident,1992-05-04,1992,FALSE,Juneau Police Department,Alaska
Agent Ricardo Atiles-Quinones,Gunfire,1992-05-04,1992,FALSE,Puerto Rico Police Department,NA
Special Agent Johnny Alvin Masengale,Explosion,1992-05-06,1992,FALSE,"United States Department of the Treasury - Bureau of Alcohol, Tobacco and Firearms",NA
Officer Randy John Schipani,Gunfire,1992-05-08,1992,FALSE,Atlanta Police Department,Georgia
Deputy Richard B. Hammack,Gunfire,1992-05-11,1992,FALSE,Los Angeles County Sheriff's Department,California
Sergeant Gary Allen Gaboury,Drowned,1992-05-12,1992,FALSE,Vermont State Police,Vermont
Deputy Hesley Delmar Griffis,Automobile accident,1992-05-13,1992,FALSE,Bradford County Sheriff's Office,Florida
Sergeant Donald R. Mahan,Struck by vehicle,1992-05-13,1992,FALSE,Port St. Lucie Police Department,Florida
Officer John Martin Huffman,Vehicular assault,1992-05-21,1992,FALSE,Birmingham Police Department,Alabama
Special Agent George Douglas Althouse,Gunfire,1992-05-28,1992,FALSE,United States Department of Justice - Drug Enforcement Administration,NA
Officer John A. Hoglund,Gunfire,1992-05-29,1992,FALSE,Maywood Police Department,California
Officer Philip Jeffrey Flagg,Vehicular assault,1992-05-31,1992,FALSE,Satellite Beach Police Department,Florida
Sergeant E. Ernest Hartmann,Vehicular assault,1992-05-31,1992,FALSE,Satellite Beach Police Department,Florida
"Police Officer James Duane Ruby, Jr.",Vehicular assault,1992-06-01,1992,FALSE,Oakdale Police Department,Louisiana
Deputy Sheriff William Allen Nalley,Aircraft accident,1992-06-07,1992,FALSE,Charleston County Sheriff's Office,South Carolina
Sergeant Hubert Leander Lloyd,Aircraft accident,1992-06-07,1992,FALSE,Charleston County Sheriff's Office,South Carolina
Patrolman Ronald Edward Wascom,Automobile accident,1992-06-08,1992,FALSE,Morris Police Department,Alabama
Corrections Officer Gerald Paulo,Heart attack,1992-06-12,1992,FALSE,Indian River County Sheriff's Department,Florida
Pilot Louis Deitrich Stahl,Aircraft accident,1992-06-13,1992,FALSE,United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol,NA
Chief of Police Derle Edward Shoemaker,Training accident,1992-06-16,1992,FALSE,South Centre Township Police Department,Pennsylvania
Detention Officer Carl Abdul-Malik,Automobile accident,1992-06-18,1992,FALSE,Burlington County Juvenile Detention Center,New Jersey
Trooper Daniel Mark Peterson,Vehicular assault,1992-06-18,1992,FALSE,Nevada Highway Patrol,Nevada
Sergeant Kenneth Dwin Fowler,Gunfire,1992-06-18,1992,FALSE,Lubbock Police Department,Texas
Detention Officer Michael Bonner,Automobile accident,1992-06-19,1992,FALSE,Burlington County Juvenile Detention Center,New Jersey
"Sheriff Marcus Lee Hall, Sr.",Gunfire,1992-06-21,1992,FALSE,Jeff Davis County Sheriff's Office,Georgia
"Corrections Officer Thomas Davis, Jr.",Stabbed,1992-06-25,1992,FALSE,Ohio Department of Rehabilitation and Correction,Ohio
Lieutenant Aaron Gerome Tise,Vehicular assault,1992-06-26,1992,FALSE,Winston-Salem Police Department,North Carolina
Correctional Officer Leslie John Besci,Assault,1992-06-30,1992,FALSE,North Carolina Department of Public Safety - Division of Prisons,North Carolina
Sergeant James Hutchens,Exposure to toxins,1992-07-02,1992,FALSE,Suffolk County Police Department,New York
Sergeant David Jon Zesiger,Vehicular assault,1992-07-03,1992,FALSE,Arizona Department of Public Safety,Arizona
Deputy Sheriff Douglas Paul Hartman,Gunfire,1992-07-07,1992,FALSE,Lehigh County Sheriff's Office,Pennsylvania
Corporal Thomas William Spears,Heart attack,1992-07-08,1992,FALSE,Florence County Sheriff's Office,South Carolina
Officer Victoria Louise Chavez,Gunfire,1992-07-09,1992,FALSE,Farmington Police Department,New Mexico
Patrolman Charles R. Billeck,Automobile accident,1992-07-10,1992,FALSE,Corrigan Police Department,Texas
Police Officer Henry J. Stewart,Vehicular assault,1992-07-11,1992,FALSE,Suffolk County Police Department,New York
Trooper Kimberly Ann Hurd,Vehicular assault,1992-07-16,1992,FALSE,Florida Highway Patrol,Florida
Police Officer Paul Heidelberger,Gunfire,1992-07-18,1992,FALSE,New York City Housing Authority Police Department,New York
Special Deputy Marshal Harry A. Belluomini,Gunfire,1992-07-20,1992,FALSE,United States Department of Justice - United States Marshals Service,NA
Deputy U.S. Marshal Roy L. Frakes,Gunfire,1992-07-20,1992,FALSE,United States Department of Justice - United States Marshals Service,NA
Patrolman John O. Holmes,Gunfire,1992-07-22,1992,FALSE,Mount Holly Police Department,New Jersey
Officer Fidel Aleman,Gunfire,1992-07-23,1992,FALSE,California Highway Patrol,California
Officer Ronald Hills,Automobile accident,1992-08-05,1992,FALSE,Dinuba Police Department,California
Sergeant Vincent S. Spinelli,Heart attack,1992-08-06,1992,FALSE,Cayuga County Sheriff's Department,New York
